"gene_name","ens_id","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Tcn2","ENSMUSG00000020432",3533.38321050644,0.239477574063337,0.105813294033217,0.0210489435953699,0.0434949113925284
"Haao","ENSMUSG00000000673",9.26022097178575,-0.912543629193138,0.548008696236854,0.0210734443390332,0.0435420821827702
"Lrrc6","ENSMUSG00000022375",37.8970179102396,0.653671105887264,0.326772048713749,0.021083096799491,0.0435585683042667
"Gm826","ENSMUSG00000074623",8.00674072640563,0.9547265639511,0.594685075647772,0.021089758956334,0.0435688742055291
"Golt1a","ENSMUSG00000103421",40.0994552947376,0.666521487692814,0.33564961468328,0.0211070543633009,0.0436011437276187
"Tgfbr3","ENSMUSG00000029287",628.141327763125,-0.243076126341504,0.107497248669409,0.0211096905126005,0.0436031286931169
"Cldn2","ENSMUSG00000047230",2657.17341437474,-0.876013165425821,0.510801890641323,0.0211348368289309,0.0436516055374871
"Atp5g1","ENSMUSG00000006057",4215.33067586774,-0.263876973321577,0.117031540268362,0.0211666366754835,0.0437138157097107
"Lncenc1","ENSMUSG00000078952",6.70856869773237,-0.988928424396652,0.635912346175584,0.0211753056084825,0.0437282493158983
"Ptk6","ENSMUSG00000038751",4.08057976555495,-1.23694675621073,1.08652070296159,0.0211830880848803,0.0437408501922463
"Snap29","ENSMUSG00000022765",1479.75719897152,-0.199792086750841,0.0880651330671549,0.0211871266520194,0.0437457189035984
"Paqr4","ENSMUSG00000023909",347.125660385379,-0.411507058062034,0.187652813591379,0.021245503522115,0.0438627719262004
"Orc4","ENSMUSG00000026761",1114.41428297977,-0.341763359055995,0.153519004128206,0.0212521787313016,0.0438730732882549
"Gm26778","ENSMUSG00000097142",21.4037988395407,0.839860322226872,0.476564645533957,0.0212593366900118,0.0438843695271336
"AC158975.1","ENSMUSG00000117824",68.74377390564,0.736999631886583,0.388376021815393,0.0213144001000689,0.043994544473005
"A330041J22Rik","ENSMUSG00000087466",33.6317380327875,0.609528801027355,0.298757622087925,0.0213681064096385,0.0441019010094417
"Gm6093","ENSMUSG00000112963",10.7561002035808,-1.01234183005175,0.667333924197551,0.0213730792115901,0.0441086668029867
"Gm13427","ENSMUSG00000087549",1.38400866848839,1.2515267642864,1.27422909853567,0.0213821346998092,0.0441238564946193
"Rnf34","ENSMUSG00000029474",1372.76540426025,0.193477684126222,0.0853845618879494,0.0213932996687648,0.044143396525972
"Gm6070","ENSMUSG00000108860",5.35209845337558,-1.04477715409956,0.710809698176254,0.0214186944998493,0.0441922933366688
"Ptprk","ENSMUSG00000019889",2273.48851726774,-0.373078952527576,0.168881399641951,0.0214250920301603,0.0442019891693891
"Gm15889","ENSMUSG00000089712",6.99404637027798,1.08473815585776,0.768290149168728,0.0214357248831836,0.0442204206435368
"Gm32815","ENSMUSG00000115777",23.0694923359999,-0.716333240055523,0.373062536296248,0.0214560781758276,0.0442589002029198
"Uvrag","ENSMUSG00000035354",1764.01555792466,-0.237574127802902,0.105304877399558,0.0214666989580194,0.0442749353690562
"2310001H17Rik","ENSMUSG00000097354",41.905880352658,-0.551038195589053,0.263413076933808,0.0214680607831804,0.0442749353690562
"Syngr4","ENSMUSG00000040231",6.26854065854622,1.09242157399543,0.780481919173095,0.0214689549444006,0.0442749353690562
"Inhba","ENSMUSG00000041324",9697.23796854121,-0.593213745910859,0.288838629056312,0.0214776956005347,0.0442894518373252
"Adrm1","ENSMUSG00000039041",4875.91052130327,-0.16036984399515,0.0707177303198273,0.0215104118506636,0.0443534024914104
"Mrpl28","ENSMUSG00000024181",931.557626419582,0.194773762398298,0.0860907900002173,0.0215789781908827,0.044491258266183
"Phactr4","ENSMUSG00000066043",2905.43102974695,0.170728732643753,0.075359891962189,0.0215818126960368,0.0444935778893026
"Gpr37l1","ENSMUSG00000026424",48.7545845215766,-0.62210216502242,0.307506700322333,0.0215927366894942,0.0445125733054139
"Gm22540","ENSMUSG00000088793",4.36374175665467,1.24776654432553,1.27029030471907,0.0216072069149442,0.0445388755509756
"Arhgap4","ENSMUSG00000031389",43.0408644463761,0.629182359874183,0.312248700553753,0.0216311370882429,0.04458467185087
"Gimap8","ENSMUSG00000064262",165.010211908325,0.358399187669527,0.16204254522704,0.0216485235147868,0.0446169744273394
"Gm4285","ENSMUSG00000085829",202.785248002559,0.374987582243734,0.170135060888985,0.0216509177340155,0.0446183758338049
"9230114K14Rik","ENSMUSG00000097145",71.7872036464935,0.475980354585458,0.221836283159065,0.0216596779731628,0.0446328951219603
"Chst3","ENSMUSG00000057337",60.8575282793506,0.535277796919648,0.254946572071215,0.0217495242714297,0.0448144884212138
"AC127331.2","ENSMUSG00000117813",203.16892200193,-0.325869575129987,0.146568579960272,0.0217588012816098,0.0448300545996786
"Maged2","ENSMUSG00000025268",4249.66291080777,-0.206062918418748,0.0912969283224972,0.021774160506156,0.0448581486191411
"Tnni1","ENSMUSG00000026418",10.9115086323416,0.888009202412997,0.527767790471779,0.0217822506798971,0.0448712640044608
"Ccdc28a","ENSMUSG00000059554",233.511486785847,0.330999164323232,0.149044972157626,0.0217870524947944,0.0448772990170866
"Flicr","ENSMUSG00000039545",9.11243351686068,1.11230610492717,0.817534878038074,0.0217886286952099,0.0448772990170866
"Poldip2","ENSMUSG00000001100",2118.46373564391,0.142040629407892,0.0627474174695003,0.0217955338368375,0.044885932066125
"Cdc42ep3","ENSMUSG00000036533",538.293022922269,-0.524301769096326,0.248780394054476,0.0217962692248253,0.044885932066125
"Gm18078","ENSMUSG00000114202",47.175144293635,-0.551141036442582,0.264288090172403,0.021798690240061,0.0448873662633155
"Gm45663","ENSMUSG00000109909",5.18011580216296,1.09818530125306,0.794988887124195,0.0218080182585884,0.0449030218522694
"Gm9860","ENSMUSG00000110060",7.0685215181018,1.00504950040594,0.662989282345314,0.0218112050107551,0.0449060310093287
"Rnaseh2b","ENSMUSG00000021932",513.088985640586,-0.28422096908301,0.127062794546091,0.0218213614077151,0.0449233880186672
